filename,workType,parent,extent,collectionCallNumber,series,subseries,title,titleAlternative,creator,description,staffNote,dateCreatedDisplay,dateCreated,subjectTopic,subjectName,subjectPlace,physicalFormat,physicalDescription,language,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,resourceType,donorProvenance,accessionNumber,boxFolder,masterFilename
,collection,,"2,746 objects",UA 36,,,Lick Observatory photographs,,,"The Lick Observatory Archive documents one of the most historically important observatories in the world, and is a unique resource for the study of the history of modern astronomy. The digital collection contains digitized historical photographs from Series 6 and 7 of the larger collection and includes portraits of astronomers, telescope and lens makers and other prominent scientists, scenes of life at the observatory on Mount Hamilton, instruments, and documentation of expeditions. The physical archive includes records beginning in 1870 describing the founding construction and operation of the observatory, and documenting aspects of the early astronomical ambitions and achievements of its founders. Correspondence, copybooks, drawings, diaries and logs, and the personal papers of resident and visiting astronomers make up a large portion of the Archive.",,,,,,,,,,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, California, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Copyright for this work resides with the Regents of the University of California. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. UCSC Special Collections and Archives can grant permission to publish materials to which it holds the copyright. For permission to reproduce or publish the material, or to order in image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,http://rightsstatements.org/vocab/InC/1.0/,http://purl.org/dc/dcmitype/Collection,Lick Observatory,,,
ua0036_glp_0007.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Moon: close-up view,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85009000; info:lc/authorities/subjects/sh85087107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0007,,ua0036_glp_0007.tif
ua0036_glp_0008.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Spiral galaxy,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh88000937,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0008,,ua0036_glp_0008.tif
ua0036_glp_0009.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Moon,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85009000; info:lc/authorities/subjects/sh85087107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0009,,ua0036_glp_0009.tif
ua0036_glp_0010.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse (?),,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0010,,ua0036_glp_0010.tif
ua0036_glp_0011.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0011,,ua0036_glp_0011.tif
ua0036_glp_0012.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse (?),,,,Lick Code: F\; Plate Condition: Good,,,,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0012,,ua0036_glp_0012.tif
ua0036_glp_0013.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0013,,ua0036_glp_0013.tif
ua0036_glp_0014.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0014,,ua0036_glp_0014.tif
ua0036_glp_0015.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0015,,ua0036_glp_0015.tif
ua0036_glp_0016.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Eclipse,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0016,,ua0036_glp_0016.tif
ua0036_glp_0017.tif,work,row:2,,,Series 6: Glass Negatives,,"Indian Eclipse Expedition: view of the eclipse on January 22, 1898",,,,Lick Code: E8\; Plate Condition: Good,1898,1898,info:lc/authorities/subjects/sh85118684; info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0017,,ua0036_glp_0017.tif
ua0036_glp_0018.tif,work,row:2,,,Series 6: Glass Negatives,,"Indian Eclipse Expedition: view of the eclipse on January 22, 1898",,,,"Lick Code: E8\; Plate Condition: Good. W. W. Campbell, accompanied by his wife and Miss Rowena Beans of San Jose, see his account in the Publications of the Astronomical Society of the Pacific, Vol. 10, No. 63, p. 127.","January 22, 1898",1898-01-22,info:lc/authorities/subjects/sh85118684; info:lc/authorities/subjects/sh85040736; info:lc/authorities/subjects/sh85040739,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0018,,ua0036_glp_0018.tif
ua0036_glp_0019.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Planet Saturn,,,,Lick Code: F\; Plate Condition: Good\; Information on plate: Planet Saturn,,,info:lc/authorities/subjects/sh85117690,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0019,,ua0036_glp_0019.tif
ua0036_glp_0020.tif,work,row:2,,,Series 6: Glass Negatives,,"Jakob Kunz (1874-1938), University of Illinois physics professor",,,,Lick Code: L 20\; Plate Condition: Good\; Information on plate: L 20,,,info:lc/authorities/subjects/sh85105182,,,http://vocab.getty.edu/aat/300015637; http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0020,,ua0036_glp_0020.tif
ua0036_glp_0021.tif,work,row:2,,,Series 6: Glass Negatives,,Lick Observatory: partial view of the Old Dormitory,,,,Lick Code: J\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85039107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0021,,ua0036_glp_0021.tif
ua0036_glp_0022.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes","Lick Observatory: view from the road below, under a blanket of snow",,,,Lick Code: D1a\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,3 1/4 x 4 1/4 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0022,,ua0036_glp_0022.tif
ua0036_glp_0023.tif,work,row:2,,,Series 6: Glass Negatives,,Unidentified,,,,Lick Code: L\; Plate Condition: Good\; Information on plate: Back Center,,,,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0023,,ua0036_glp_0023.tif
ua0036_glp_0024.tif,work,row:2,,,Series 6: Glass Negatives,,Unidentified,,,,Lick Code: L\; Plate Condition: Good\; Information on plate: Back Edge,,,,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0024,,ua0036_glp_0024.tif
ua0036_glp_0025.tif,work,row:2,,,Series 6: Glass Negatives,,Unidentified,,,,Lick Code: L\; Plate Condition: Good\; Information on plate: Front Edge,,,,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0025,,ua0036_glp_0025.tif
ua0036_glp_0026.tif,work,row:2,,,Series 6: Glass Negatives,,Unidentified,,,,Lick Code: L\; Plate Condition: Good\; Information on plate: Front Center,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85008996,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0026,,ua0036_glp_0026.tif
ua0036_glp_0030.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes",Lick Observatory: view from the east,,,,Lick Code: D1ai\; Plate Condition: Good\; Information on plate: 1905 Sept. 28,"September 28, 1905",1905-09-28,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0030,,ua0036_glp_0030.tif
ua0036_glp_0032.tif,work,row:2,,,Series 6: Glass Negatives,"Instruments, Lick Observatory\; 36-inch Refractor\; Spectrographs","Draper Quartz Spectrograph, used with the Crossley Reflector",,,,Lick Code: C1c\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85008996; info:lc/authorities/subjects/sh85126414,info:lc/authorities/names/n80146341; info:lc/authorities/names/no2007087929,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0032,,ua0036_glp_0032.tif
ua0036_glp_0033.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Landscapes and Far Views",Sierra Nevada: distant view from the Lick Observatory,,,,Lick Code: D3\; Plate Condition: Good,,,,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html; http://www.geonames.org/5395648/sierra-nevada.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0033,,ua0036_glp_0033.tif
ua0036_glp_0034.tif,work,row:2,,,Series 6: Glass Negatives,"Personnel, Lick Observatory\; Individuals",W. H. Wright,,,,Lick Code: B1 5\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85105182,info:lc/authorities/names/no2007087929,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300015637; http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0034,,ua0036_glp_0034.tif
ua0036_glp_0035.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes\; 12-inch Dome","Lick Observatory, 12-inch dome: exterior view of the building",,,,Lick Code: D1c\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0035,,ua0036_glp_0035.tif
ua0036_glp_0036.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes","Lick Observatory: view east over the grounds, with residences, the school house, other outbuildings",,,,Lick Code: D1\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85062603,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0036,,ua0036_glp_0036.tif
ua0036_glp_0037.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes\; Residences","Lick Observatory: view of Ptolemy Ridge, with the Crossley Dome and two residences",,,,Lick Code: D1j 2\; Plate Condition: Good,approximately 1895,1895,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85062603,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0037,,ua0036_glp_0037.tif
ua0036_glp_0038.tif,work,row:2,,,Series 6: Glass Negatives,American Observatories and Instruments,Telescope at an unidentified observatory,,,,Lick Code: G2\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008996; info:lc/authorities/subjects/sh85133444,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0038,,ua0036_glp_0038.tif
ua0036_glp_0039.tif,work,row:2,,,Series 6: Glass Negatives,Individuals,W. H. Wright,,,,Lick Code: B1 6\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85105182,info:lc/authorities/names/no2007087929,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300015637; http://vocab.getty.edu/aat/300393160,4 x 5 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0039,,ua0036_glp_0039.tif
ua0036_glp_0040.tif,work,row:2,,,Series 6: Glass Negatives,,"Unidentified workman on his horse, next to the 12-inch dome",,,,Lick code: L\; Vogt Negative: 91\; Plate Condition: Good,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85105182; info:lc/authorities/subjects/sh85062160,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300015637; http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0040,,ua0036_glp_0040.tif
ua0036_glp_0041.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Landscapes and Far Views",Mount Hamilton: landscape with oak trees,,,,Lick Code: D3\; Vogt Negative: 132\; Plate Condition: Good,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85074392,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0041,,ua0036_glp_0041.tif
ua0036_glp_0042.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Landscapes and Far Views",Clouds in Isabel Valley: view from the Lick Observatory,,,,Lick Code: D3\; Vogt Negative: 147\; Plate Condition: Good,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85141858,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0042,,ua0036_glp_0042.tif
ua0036_glp_0043.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Landscapes and Far Views",San Francisco Bay: far distant view from Mount Hamilton,,,,Lick Code: D3\; Vogt Negative: 138\; Plate Condition: Good,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html; http://www.geonames.org/5391961/san-francisco-bay.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0043,,ua0036_glp_0043.tif
ua0036_glp_0044.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory",Lick Observatory: group and car in front of the 36-inch dome,,"Vogt, George A.",,Lick Code: D4 12\; Plate Condition: Good\; Note on envelope: Vogt Negative - No. 62,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85010201,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0044,,ua0036_glp_0044.tif
ua0036_glp_0045.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory","Lick Observatory: several people in a car at the Main Building, with the Great Dome at right",,,,"Lick,Code: D4 11\; Plate Condition: Good\; Note on envelope: Vogt Negative - No. 89 & 90",1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85010201,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0045,,ua0036_glp_0045.tif
ua0036_glp_0046.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Moon,,,,Lick Code: F\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85009000; info:lc/authorities/subjects/sh85087107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0046,,ua0036_glp_0046.tif
ua0036_glp_0047.tif,work,row:2,,,Series 6: Glass Negatives,Celestial Objects,Moon,,,,Lick Code: F 12\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85009000; info:lc/authorities/subjects/sh85087107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0047,,ua0036_glp_0047.tif
ua0036_glp_0048.tif,work,row:2,,,Series 6: Glass Negatives,,"Wallal, Australia Expedition: transferring equipment to a ship",,,,Plate Condition: Good,,,info:lc/authorities/subjects/sh85118684,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0048,,ua0036_glp_0048.tif
ua0036_glp_0049.tif,work,row:2,,,Series 6: Glass Negatives,,Lick Observatory: general view from the east,,,,Lick Code: H\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85039107,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0049,,ua0036_glp_0049.tif
ua0036_glp_0050.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes",Unidentified street scene (Chile?),,,,Lick Code: D1a\; Plate Condition: Good,,,,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0050,,ua0036_glp_0050.tif
ua0036_glp_0051.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory",Mount Hamilton: view of Sulphur Creek,,,,Lick Code: D\; Plate Condition: Good\; Note on envelope: Vogt Negative - No.105,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85114250,,http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0051,,ua0036_glp_0051.tif
ua0036_glp_0052.tif,work,row:2,,,Series 6: Glass Negatives,,Mount Hamilton: landscape with snow and fog,,,,Plate Condition: Good\; Plate is labeled: 1895 - March 18 - 7:30 am. Beck RR-256 - Seed 26 1s.,"March 18, 1895, 7:30 am",1895-03-18,info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85123771; info:lc/authorities/subjects/sh85049619,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0052,,ua0036_glp_0052.tif
ua0036_glp_0053.tif,work,row:2,,,Series 6: Glass Negatives,"Instruments, Lick Observatory",Lick Observatory: view of workman with hydraulic pumps,,,,Lick Code: C\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85063322,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0053,,ua0036_glp_0053.tif
ua0036_glp_0054.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes","Lick Observatory: view of Ptolemy Ridge, with the Crossley Dome and two residences, in the snow",,,,Lick Code: D1\; Plate Condition: Good,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85062603; info:lc/authorities/subjects/sh85123771,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0054,,ua0036_glp_0054.tif
ua0036_glp_0055.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes",Lick Observatory: general view from the east,,"Vogt, George A.",,Lick Code: D1ai\; Plate Condition: Good\; Information on plate: No. 17. Lick Observatory from the East. By G.A.V.\; Note on envelope: (No. 17) L.O. from the East by G.A.V(?). 4 Glass Plates.,,,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85093749; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0055,,ua0036_glp_0055.tif
ua0036_glp_0056.tif,work,row:2,,,Series 6: Glass Negatives,"Views, Lick Observatory\; Buildings and Domes","Lick Observatory: view of a residence, with snow",,,,Lick Code: D1a\; Vogt Negative: 131\; Plate Condition: Good,1900-1907,1900; 1901; 1902; 1903; 1904; 1905; 1906; 1907,info:lc/authorities/subjects/sh85008999; info:lc/authorities/subjects/sh85074392; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85062603; info:lc/authorities/subjects/sh85123771,info:lc/authorities/names/n80146341,http://www.geonames.org/5366189/lick-observatory.html; http://www.geonames.org/5355113/mount-hamilton.html,http://vocab.getty.edu/aat/300393160,5 x 7 in,,,,,,,,http://purl.org/dc/dcmitype/Image,,ua0036_glp_0056,,ua0036_glp_0056.tif
