workType,filename,parent,collectionCallNumber,series,subSeries,title,description,description,creator,contributor,dateCreated,subjectName,subjectTitle,subjectPlace,subjectTopic,language,resourceType,physicalFormat,physicalDescription,publisher,publisherHomepage,rightsStatement,rightsHolder,accessRights,rightsStatus,relatedResource,accessionNumber,masterFilename
collection,,,MS 38,,,Branson DeCou Archive,"The Branson DeCou Archive consists of digitized images of hand-tinted 3-1/4 x 4 in. glass lantern slides used in years of travel lecture tours covering all countries of the world, from ca. 1920-1941. The physical archive is housed in the library’s Special Collection and Archives department and is divided into 7 series: Photographic Albums, Notebooks and Travelogues, Slides, Photographs, Negatives, Resource Material, and Artifacts. The majority of the materials are arranged into geographic divisions, by country or area.  Geographic areas currently available: Cuba (79 images), Germany (344 images), Ireland (265 images), Italy (1460 images), Russia (249 images), Ukraine (36 images), and California (732 images).",,,,,,,,,,http://purl.org/dc/dcmitype/Collection,,,"University of California, Santa Cruz. McHenry Library, Special Collections. 1156 High Street. Santa Cruz, CA, 95064. (831) 459-2547. speccoll@library.ucsc.edu",guides.library.ucsc.edu/speccoll,"Property rights for this work reside with the University of California. Literary rights, including copyright, are retained by the creators and their heirs. The digital copy of this work is intended to support research, teaching, and private study. The publication or use of any work protected by copyright beyond that allowed by fair use for research or educational purposes requires written permission from the copyright owner. Responsibility for obtaining permissions, and for any use rests exclusively with the user. For more information on copyright or to order an image, please visit guides.library.ucsc.edu/speccoll/reproduction-publication.",Regents of the University of California,Public,http://rightsstatements.org/vocab/UND/1.0/,http://www.oac.cdlib.org/findaid/ark:/13030/ft709nb32t/,,
work,dc1_750_0301.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Death Valley, California: desert holly (Atriplex hymenelytra) bush growing in rockpile","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5342048/death-valley-national-park.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0301L,dc1_750_0301.tif
work,dc1_750_0302.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: landscape with desert lily (Hesperocallis undulata) bush with other wildflowers","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0302L,dc1_750_0302.tif
work,dc1_750_0303.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: desert lilies (Hesperocallis undulata) with verbenas","View in tinted lantern slide, ca. 1920-1940",,"Frasher, Burton",,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0303L,dc1_750_0303.tif
work,dc1_750_0304.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,California flora and fauna: desert lily (Hesperocallis undulata),"View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0304L,dc1_750_0304.tif
work,dc1_750_0305.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Mojave Desert, California: desert wildflower, Venus's looking glass (Specularia sp.)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0305L,dc1_750_0305.tif
work,dc1_750_0306.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,California flora and fauna: tree poppy (Dendromecon rigidum) shrub in the desert,"View in tinted lantern slide, ca. 1920-1940",,"info:lc/authorities/names/n2013035337; Frasher, Burton",,1920,,,http://www.geonames.org/5373972/mojave-desert.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0306L,dc1_750_0306.tif
work,dc1_750_0307.tif,row:2,,"American Travelogues, Branson DeCou",California,"Riverside County, California: palm trees and desert wildflowers near Biskra Palms, Indio Hills","View in tinted lantern slide, ca. 1915-1920.",,info:lc/authorities/names/n2013035337; Putnam & Valentine,,1920,,,http://www.geonames.org/5387890/riverside-county.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85097477; info:lc/authorities/subjects/sh85097246; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0307L,dc1_750_0307.tif
work,dc1_750_0308.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Colorado Desert, California: landscape with smoke trees (Psorothamnus spinosus)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/4018698/sonoran-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0308L,dc1_750_0308.tif
work,dc1_750_0309.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Colorado Desert, California: landscape with smoke trees (Psorothamnus spinosus)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/4018698/sonoran-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0309L,dc1_750_0309.tif
work,dc1_750_0310.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Colorado Desert, California: landscape with smoke trees (Psorothamnus spinosus)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/4018698/sonoran-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85087823; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0310L,dc1_750_0310.tif
work,dc1_750_0311.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,California flora and fauna: creosote blossoms (Larrea tridentata),"View in tinted lantern slide, ca. 1920-1940",,"Field, Avery Edwin",,1920,,,http://www.geonames.org/5342045/death-valley.html,info:lc/authorities/subjects/sh85101206; info:lc/authorities/subjects/sh85146677,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0311L,dc1_750_0311.tif
work,dc1_750_0312.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Death Valley, California: creosote bushes (Larrea tridentata) in Death Valley","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5342045/death-valley.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0312L,dc1_750_0312.tif
work,dc1_750_0313.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Death Valley, California: desert landscape with Elsie DeCou next to a creosote bush","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,"DeCou, Elsie, 1901-1997",,http://www.geonames.org/5342045/death-valley.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85105182; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0313L,dc1_750_0313.tif
work,dc1_750_0314.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Colorado Desert (?), California: flowering palo verde (Cercidium sp.) tree in desert","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/4018698/sonoran-desert.html,info:lc/authorities/subjects/sh85101229; info:lc/authorities/subjects/sh85037166; info:lc/authorities/subjects/sh85146677; info:lc/authorities/subjects/sh85074392,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0314L,dc1_750_0314.tif
work,dc1_750_0315.tif,row:2,,"Dream Pictures and Travelogues, Branson DeCou",California,"Palm Springs, California: garden landscape with flowering barrel cactus (Ferocactus cylindraceus)","View in tinted lantern slide, ca. 1920-1940",,info:lc/authorities/names/n2013035337,,1920,,,http://www.geonames.org/5380668/palm-springs.html,info:lc/authorities/subjects/sh85090290; info:lc/authorities/subjects/sh85053101; info:lc/authorities/subjects/sh85018606,,http://purl.org/dc/dcmitype/Image,http://vocab.getty.edu/aat/300134977,3 1/4 x 4 in.,,,,,,,,DC1.750.0315L,dc1_750_0315.tif
